timestamp,linh_vuc,thoi_gian_dung_ai,thoi_gian_dung_ai_so,cong_cu_ai,so_cong_cu,nhan_xet,do_dai_nhan_xet,nhan,nhan_so
14/03/2026 20:17:32,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI này rất hữu ích cho việc học tập và làm việc,12,Bình thường,0
16/04/2026 06:47:44,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Em thấy app này thực sự hiệu quả,8,Bình thường,0
15/03/2026 10:29:25,Học,3-6 tháng,2,ChatGPT,1,ai này trợ giúp ích cho học tập thực sự nhiều vá tiện lợi,14,Bình thường,0
14/03/2026 14:32:10,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"Thật sự, Helo",3,Tích cực,1
13/03/2026 22:24:47,Marketing,> 1 năm,4,ChatGPT,1,Khá thú vị khi Al này rất hiểu ích khí học tập và lập trình,15,Bình thường,0
09/03/2026 12:03:43,Kinh tế,> 1 năm,4,ChatGPT,1,"Nhìn chung, AI này cực kỳ hữu ích cho học tập Cần cải thiện thêm.",15,Bình thường,0
07/04/2026 14:28:56,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini",2,AI mang lại cho em nhiều tiện ích,8,Tích cực,1
26/03/2026 15:43:56,Học sinh,< 3 tháng,1,ChatGPT,1,AI này rất hữu ích khí học tập và lập trình,11,Tiêu cực,-1
08/03/2026 01:34:40,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Copilot",3,AI rất hữu ích trong việc học một kiến thức gì đó theo chiều rộng,15,Tích cực,1
19/03/2026 18:25:13,Công nghệ thông tin,< 3 tháng,1,Copilot,1,AI này rất có ích giúp mình học tập và thiết kế,12,Tích cực,1
16/03/2026 01:02:28,Đang Đi Hc,> 1 năm,4,ChatGPT,1,"Al này rất hữu ích trong những việc nhận xét, giúp trong học tập",14,Bình thường,0
13/03/2026 16:14:02,Công nghệ thông tin,6-12 tháng,3,"ChatGPT, Gemini, Claude, Copilot",4,hữu ít trong mọi việc,5,Tích cực,1
07/04/2026 15:26:15,Công nghệ thông tin,> 1 năm,4,Gemini,1,Al thông minh dễ thương tuyệt vời,7,Tích cực,1
16/03/2026 12:14:27,Giáo Viên,< 3 tháng,1,ChatGPT,1,Rất hữu ích,3,Tích cực,1
19/03/2026 12:24:58,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,Trong việc học và công việc Cần cải thiện thêm.,10,Bình thường,0
18/03/2026 12:28:55,Học sinh,6-12 tháng,3,ChatGPT,1,hữu ích và tiện lợi,5,Tích cực,1
15/03/2026 10:24:47,Đang Đi Hc,6-12 tháng,3,ChatGPT,1,Al này rất hiểu ích khí học tập và lập trình,11,Bình thường,0
18/03/2026 06:40:29,Marketing,< 3 tháng,1,ChatGPT,1,Al này rất hữu ích luôn trả lời đứng các câu hỏi được đưa ra,15,Tích cực,1
08/04/2026 14:26:35,Marketing,3-6 tháng,2,"ChatGPT, Gemini, Copilot",3,AI còn chưa hoàn thiện lắm,6,Bình thường,0
07/04/2026 14:27:18,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Grok, DeepSeek",4,"AI theo mình là con dao hai lưỡi: nó rất hữu ích khi giúp xử lý nhanh các tác vụ phức tạp, tiết kiệm thời gian và công sức, nhưng đồng thời cũng có thể gây hại vì đôi khi vẫn mắc những lỗi rất cơ bản, dễ khiến người dùng phụ thuộc và tin sai nếu không kiểm tra lại.",61,Bình thường,0
20/03/2026 20:05:39,Thiết kế,< 3 tháng,1,Gemini,1,"Đáng tiếc là, Tôi không thích AI Cần cải thiện nhiều hơn.",12,Tiêu cực,-1
17/03/2026 03:48:15,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini",2,phụ trợ tôi giải những bài tập khó và cũng cố kiến thức cho tôi,15,Bình thường,0
18/03/2026 12:31:46,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Giúp ta hiểu ích về học tập,7,Tích cực,1
17/03/2026 13:24:41,Công nghệ thông tin,< 3 tháng,1,Gemini,1,Al là một số thông tin thực sự hữu ích khi học tập và làm việc trong quá trình lập trình,21,Bình thường,0
16/03/2026 03:39:32,Marketing,6-12 tháng,3,ChatGPT,1,"Theo quan sát, Al này hỗ trợ tôi có thể tra cứu những bài khó trong việc học",18,Bình thường,0
20/03/2026 19:59:53,Học sinh,< 3 tháng,1,ChatGPT,1,Ai này rất hữu ích khi học tập và làm bài tập khá thú vị,15,Tích cực,1
21/03/2026 15:00:05,Ngôn Ngữ,< 3 tháng,1,ChatGPT,1,"Trong quá trình học tập, AI dùng rất tốt về công nghệ,...",12,Tích cực,1
17/03/2026 17:56:16,Kinh tế,> 1 năm,4,ChatGPT,1,"Thật sự, AI giúp tôi tìm hiểu đc các công việc rất hay Tôi rất hài lòng.",17,Tích cực,1
09/04/2026 22:26:51,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot",4,"AI trợ giúp ích rất nhiều trong học tập có thể nói đến như là tra tìm tài liệu, tổng tài liệu, tổng hợp nội dung, làm bài tập, tiết kiệm thời gian.",33,Bình thường,0
17/03/2026 18:17:49,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"Nhìn chung, AI hỗ trợ tốt trong việc học nhưng cũng có sai sót trong đó Còn nhiều điểm cần xem xét.",22,Bình thường,0
07/04/2026 14:26:15,Công nghệ thông tin,> 1 năm,4,Gemini,1,Al thông minh dễ thương tuyệt vời,7,Tích cực,1
19/03/2026 05:54:31,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"AI là một công nghệ rất hữu ích, giúp con người học tập, làm việc hiệu quả hơn và tiết kiệm nhiều thời gian trong cuộc sống hiện đại.",29,Bình thường,0
19/03/2026 05:16:02,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"Tôi thực sự ấn tượng với khả năng học hỏi và phản hồi ngôn ngữ tự nhiên của AI hiện nay, nó mang lại những trải nghiệm tương tác rất gần gũi và hữu ích trong đời sống hàng ngày.",40,Bình thường,0
18/03/2026 06:59:25,Quân Sự,3-6 tháng,2,ChatGPT,1,"Thật sự, AI dùng rất tốt về công nghệ,...",9,Tích cực,1
22/03/2026 09:04:38,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,Al rất hữu dụng trong việc học tập vật học hỏi,11,Tích cực,1
20/03/2026 10:17:49,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"AI (trí tuệ nhân tạo) là một công nghệ hiện đại, giúp con người làm việc nhanh hơn, chính xác hơn và hỗ trợ giải quyết nhiều vấn đề trong cuộc sống.",32,Tích cực,1
07/04/2026 14:27:33,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI hỗ trợ rất tốt cho nhiều khía cạnh trong cuộc sống,12,Tích cực,1
07/04/2026 14:28:48,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot, Midjourney",5,"AI very good to học hành, khảo sát, phục vụ tốt khả năng code",14,Tích cực,1
18/03/2026 11:39:33,Học Sinh,> 1 năm,4,ChatGPT,1,AI rất tốt có thể tìm kiếm câu trả lời trong giây lát và rất nhanh,16,Tích cực,1
16/03/2026 04:49:13,Điện,< 3 tháng,1,ChatGPT,1,"Tuy nhiên, Al rất hữu ích hỗ trợ ta rất nhiều trong học tập",14,Tiêu cực,-1
05/04/2026 15:52:51,Marketing,> 1 năm,4,"ChatGPT, Gemini",2,"Theo quan sát, AI thực sự hữu ích",8,Bình thường,0
04/04/2026 20:28:20,Kinh tế,< 3 tháng,1,"ChatGPT, Gemini, Claude",3,"Theo tôi, Phải công nhận rằng AI rất hữu ích trong hỗ trợ học tập và lập trình, nhưng lạm dụng nó quá sẽ khiến ta lệ thuộc vào nó. Vì thế ta chỉ nên sử dụng nó với mục đích tham khảo (xem phải hiểu và tự làm được). Tôi rất hài lòng.",54,Tích cực,1
07/04/2026 14:25:22,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,AI ngu lắm đi nhưng thông minh hơn tôi,9,Tích cực,1
13/03/2026 08:14:42,Học sinh,> 1 năm,4,ChatGPT,1,"Thật sự, AI giúp tôi rất nhiều trong học tập và các công việc hằng ngày",16,Tích cực,1
18/03/2026 10:52:04,Marketing,< 3 tháng,1,ChatGPT,1,"Thật sự, Là trí tuệ nhân tạo hay trí tuệ thông minh nhân tao",14,Tích cực,1
17/03/2026 19:05:39,Kinh Doanh,3-6 tháng,2,Gemini,1,"Đáng tiếc là, Tôi không thích AI Cần cải thiện nhiều hơn.",12,Tiêu cực,-1
16/03/2026 12:01:12,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Al phụ trợ chúng ta hiểu và biết nhiều vấn đề hơn,12,Bình thường,0
20/03/2026 21:29:40,Học sinh,< 3 tháng,1,"ChatGPT, Gemini, Midjourney",3,"Theo quan sát, trợ giúp tôi có thể tính các khoản chi phí và trợ giúp tôi tiết kiệm kinh tế Còn nhiều điểm cần xem xét.",27,Bình thường,0
15/03/2026 03:57:34,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Al cực kỳ hữu ích trong công việc và học tập,11,Tích cực,1
21/03/2026 12:33:54,Y Tế,< 3 tháng,1,ChatGPT,1,AI rất hữu ích trong việc học tập,8,Bình thường,0
14/03/2026 08:06:12,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,"Nhìn chung, Al rất hữu ích trong những mục đích riêng",11,Bình thường,0
06/04/2026 18:28:24,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini",2,"Thật sự, AI ngày càng phát triển mạnh mẽ, hỗ trợ con người trong học tập, làm việc và giải quyết nhiều vấn đề phức tạp một cách nhanh chóng và hiệu quả.",33,Tích cực,1
18/03/2026 23:16:19,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, AI Hay, Google",3,"AI là công mạnh mẽ, mở ra kỷ nguyên mới về trình xuất thông tin và tự động hóa công việc một cách hiệu quả",25,Bình thường,0
12/03/2026 05:34:40,Kinh tế,> 1 năm,4,"ChatGPT, Gemini, Copilot",3,AI thực sự hữu ích trong việc học một kiến thức gì đó theo chiều rộng Tuyệt vời!,18,Tích cực,1
20/03/2026 03:04:05,Công nghệ thông tin,3-6 tháng,2,Gemini,1,"Tuy nhiên, Tôi cũng không thích AI",7,Tiêu cực,-1
18/03/2026 20:45:33,Quân Sự,3-6 tháng,2,ChatGPT,1,"Thật sự, Hữu ích Tôi rất hài lòng.",8,Tích cực,1
18/03/2026 15:01:12,Làm Tóc,> 1 năm,4,ChatGPT,1,Al giúp chúng ta hiểu và biết nhiều vấn đề hơn,11,Bình thường,0
11/03/2026 17:32:10,Marketing,< 3 tháng,1,ChatGPT,1,Helo,1,Tích cực,1
18/03/2026 19:05:24,Học Sinh,< 3 tháng,1,ChatGPT,1,Al nhìu lúc rất hữu ích giúp tiếp kiệm thời gian làm việc,13,Bình thường,0
08/03/2026 12:13:51,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,AI khá hữu ích,4,Bình thường,0
17/03/2026 18:25:59,Y Tế,> 1 năm,4,"ChatGPT, Gemini, Claude",3,"Rất hay và tuyệt vời, giúp ích rất nhiều trong công việc",12,Tích cực,1
20/03/2026 13:38:20,Kinh tế,> 1 năm,4,ChatGPT,1,"AI ngày càng phát triển mạnh mẽ, hỗ trợ con người trong nhiều lĩnh vực như giáo dục và y tế.",21,Tích cực,1
10/03/2026 23:28:13,Marketing,> 1 năm,4,"ChatGPT, Gemini, Copilot, Midjourney, Deep seek",5,"AI rất hữu ích khi cần thiết kế hoặc làm những việc nhỏ nhưng tốn thời gian ví dụ lên thời gian biểu, phân chia công việc, hoặc take note các vấn đề",33,Tích cực,1
18/03/2026 11:25:55,Điện Tử Viễn Thông,< 3 tháng,1,"ChatGPT, Gemini",2,Al cực kỳ có ích cho người dùng và học sinh hiện nay,13,Tích cực,1
17/03/2026 19:24:53,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"Al rất hữu ích trong học tập, giúp tìm kiếm thông tin nhanh hỗ trợ làm bài và giải thích dễ hiểu",22,Tích cực,1
18/03/2026 11:54:18,Học sinh,6-12 tháng,3,ChatGPT,1,"Theo tôi, Ví dụ: ""AI này rất hữu ích khi học tập và lập trình."" Tuyệt vời!",17,Tích cực,1
09/03/2026 23:27:03,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,"Ai đối với tôi cũng ko hẳn là tốt vì chưa chắc nó đã đúng , xem chỉ để tham khảo",21,Bình thường,0
20/03/2026 01:29:48,Công nghệ thông tin,3-6 tháng,2,Gemini,1,Al này rất hữu ích và có lợi trong việc học tập,12,Bình thường,0
15/03/2026 02:29:40,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Midjourney",3,Giúp tôi có thể tính các khoản chi phí và giúp tôi tiết kiệm kinh tế,16,Bình thường,0
16/03/2026 17:05:39,Công nghệ thông tin,> 1 năm,4,Gemini,1,Tôi không thích AI,4,Tiêu cực,-1
07/04/2026 23:27:18,Đang Đi Học,< 3 tháng,1,"ChatGPT, Gemini, Grok, DeepSeek",4,"AI theo mình là con dao hai lưỡi: nó rất hữu ích khi phụ trợ xử lý mau lẹ các tác vụ phức tạp, tiết kiệm thời gian và công sức, nhưng đồng thời cũng có thể gây hại vì đôi khi vẫn mắc những lỗi rất cơ bản, dễ khiến người dùng phụ thuộc và tin sai nếu không kiểm tra lại.",63,Bình thường,0
12/03/2026 13:22:39,Học Sinh,< 3 tháng,1,ChatGPT,1,Ai hữu ích trong học tập và lập trình,9,Bình thường,0
12/03/2026 21:32:30,Học Sịn,6-12 tháng,3,ChatGPT,1,"Theo tôi, AI giúp con người tiết kiệm thời gian, hỗ trợ học tập và công việc, nhưng cần sử dụng một cách hợp lý. Tôi rất hài lòng.",29,Tích cực,1
18/03/2026 18:40:29,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,Al này rất hữu ích luôn trả lời đứng các câu hỏi được đưa ra,15,Tích cực,1
21/03/2026 14:58:23,Marketing,> 1 năm,4,ChatGPT,1,"Nhìn chung, Tôi nghĩ AI sẽ ko hiểu đc ý toii muốn j",13,Bình thường,0
06/04/2026 04:26:54,Marketing,> 1 năm,4,ChatGPT,1,Hỏi nhiều quá AI lúng túng và tui cũng lúng túng. AI ngu lắm nhưng thông minh hơn tui,19,Tích cực,1
11/03/2026 14:24:32,Thiết kế,3-6 tháng,2,"ChatGPT, Gemini",2,"Theo quan sát, AI này cực kỳ hữu ích khi học tập",12,Bình thường,0
09/03/2026 11:48:23,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,"Trong quá trình học tập, AI hữu ích trong học tập, thiết kế",13,Tích cực,1
15/03/2026 17:26:26,Thiết kế,3-6 tháng,2,ChatGPT,1,"Trong quá trình học tập, Ai này thực sự hữu ích khi học tập và lập trình",17,Tích cực,1
13/03/2026 10:07:15,Công nghệ thông tin,3-6 tháng,2,Gemini,1,"Theo quan sát, Al này trợ giúp tôi giải khá là nhiều vấn đề trong học tập mà tôi không biết.",21,Bình thường,0
18/03/2026 10:14:23,Công nghệ thông tin,< 3 tháng,1,Gemini,1,Ko biếc j,3,Bình thường,0
07/04/2026 14:30:28,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini, Copilot",3,Ai giúo ích cho con người,6,Tích cực,1
10/03/2026 14:07:41,Marketing,< 3 tháng,1,"ChatGPT, Gemini, Claude",3,"Trong mọi lĩnh vực hiện tại, AI không còn là cái tên xa lạ nữa, hầu như len lỏi trong mỗi công việc. Trong lĩnh vực công việc của tôi, AI là một người trợ lý có ích giúp đỡ tôi tìm kiếm thông tin nhanh và tổng quan hơn, trợ giúp tôi đề xuất những ý tưởng và tổng hợp nội dung một cách mau lẹ chóng. Tuy nhiên, tôi nghĩ đừng quá lạm dụng vì ""cái gì nhiều quá cũng không tốt"", chúng ta dễ bị lệ thuộc quá nhiều vào AI mà quên mất đi cách tư duy vốn có.",103,Bình thường,0
10/03/2026 18:42:18,Thiết kế,> 1 năm,4,"ChatGPT, Gemini",2,"Thật sự, AI này hưu ích trong việc đi tìm thông tin như nhạc hay tài liệu học tập mà ko tốn quá nhiều thời gian để đi dò từ google Tuyệt vời!",33,Tích cực,1
17/03/2026 21:29:25,Học Sinh,< 3 tháng,1,ChatGPT,1,ai này giúp đỡ ích cho học tập rất nhiều vá tiện lợi,13,Bình thường,0
07/04/2026 12:29:34,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"AI là công nghệ giúp con người xử lý dữ liệu nhanh chóng và tự động hóa nhiều công việc, mang lại hiệu quả cao trong nhiều lĩnh vực.",29,Bình thường,0
18/03/2026 10:34:19,Nhiều Môn Học,6-12 tháng,3,Gemini,1,Al giúp giải quyết mọi vấn đề về học tập và các lĩnh vực khác.,15,Bình thường,0
10/03/2026 21:41:35,Marketing,> 1 năm,4,"ChatGPT, Gemini, Claude",3,AI có hữu ích nhưng đôi khi nó sẽ làm cho tôi lệ thuộc vào chúng khá nhiều,18,Bình thường,0
11/03/2026 09:06:02,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"Nhìn chung, Al khá có lợi cho mọi người nó phụ trợ mỗi người giải thắc mắc trong vài phút nhanh gọn .",23,Bình thường,0
18/03/2026 07:07:41,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,Al giúp tôi giải các bài tập khó,8,Tích cực,1
19/03/2026 05:15:00,Học sinh,6-12 tháng,3,Không,1,"AI rất hữu ích cho Việc học tập và lập trình ,trả lời những câu hỏi thắt mắt Còn nhiều điểm cần xem xét.",24,Bình thường,0
16/03/2026 16:56:50,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"Theo tôi, Al rất hữu ích trong việc học hành và trong đời sống Tuyệt vời!",16,Tích cực,1
14/03/2026 15:01:05,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,AI hỗ trợ việc học tập dễ dàng hơn và có thể hiểu được bài mình chưa hiểu,18,Bình thường,0
07/04/2026 01:34:17,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, DeepSeek",3,"Trong quá trình học tập, Mình thấy AI giúp ích trong học tập, lên kế hoạch cũng như giải quyết được nhiều vấn đề trong cuộc sống.",27,Tích cực,1
07/04/2026 08:29:10,Công nghệ thông tin,> 1 năm,4,Gemini,1,Oke oke oke oke oke và khá oke,8,Bình thường,0
18/03/2026 11:39:32,Kinh tế,6-12 tháng,3,ChatGPT,1,"Nhìn chung, Al này trợ giúp tôi có thể tra cứu những bài khó trong việc học",17,Bình thường,0
12/03/2026 14:38:02,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,Tôi rất thích sử dụng Al vì nó rất hiệu quả và giải quyết tốt .,16,Tích cực,1
16/03/2026 20:48:15,Marketing,> 1 năm,4,"ChatGPT, Gemini",2,"Theo quan sát, trợ giúp tôi giải những bài tập khó và cũng cố kiến thức cho tôi Cần cải thiện thêm.",22,Bình thường,0
14/03/2026 14:51:30,Học sinh,3-6 tháng,2,Claude,1,AI rất có ích cho tôi khi làm bài tập,10,Bình thường,0
20/03/2026 12:06:20,Spa,< 3 tháng,1,ChatGPT,1,AI này thực sự hữu dụng để học tâp,9,Tích cực,1
18/03/2026 13:52:54,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,giúp tôi nhiều việc trong học tập,7,Tích cực,1
21/03/2026 22:46:23,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Al này rất hữu ích ích khi học tập,9,Tích cực,1
11/03/2026 12:03:43,Thiết kế,> 1 năm,4,ChatGPT,1,AI này rất hữu ích cho học tập,8,Bình thường,0
10/03/2026 23:09:12,Kinh tế,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot",4,"AI ngày càng trở nên thông dụng, nó hỗ trợ người dùng trong công việc, học tập.",17,Tích cực,1
20/03/2026 03:04:55,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini, Claude, Copilot, Midjourney",5,rất tiện lợi và thông minh hữ ích cho việc học tập,12,Bình thường,0
13/03/2026 01:27:48,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI khá là tốt nhưng không nên quá lạm dụng nó,11,Bình thường,0
18/03/2026 10:04:05,Công nghệ thông tin,< 3 tháng,1,Gemini,1,Tôi cũng không thích AI,5,Tiêu cực,-1
16/03/2026 20:10:38,Kinh tế,> 1 năm,4,Claude,1,Al rất tốt cho mon học.giup cho học sinh dễ học dễ hiểu,13,Tích cực,1
10/03/2026 22:25:04,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI giúp ích rất nhiều trong công việc và học tập hỗ trợ khá tốt cho người lập trình,19,Tích cực,1
12/03/2026 20:46:01,Kinh tế,3-6 tháng,2,"ChatGPT, Gemini",2,Rất tiện ích Cần cải thiện thêm.,7,Bình thường,0
18/03/2026 12:15:00,Công nghệ thông tin,6-12 tháng,3,Không,1,"AI rất hữu ích cho Việc học tập và lập trình ,trả lời những câu hỏi thắt mắt",18,Bình thường,0
22/03/2026 01:39:27,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"AI có thể trả lời câu hỏi nhanh chóng, trợ giúp học sinh hiểu bài và làm bài tập dễ dàng hơn.",22,Tích cực,1
13/03/2026 18:46:01,Thiết kế,< 3 tháng,1,"ChatGPT, Gemini",2,cực kỳ tiện ích Còn nhiều điểm cần xem xét.,10,Bình thường,0
07/04/2026 14:27:46,Công nghệ thông tin,6-12 tháng,3,"ChatGPT, Gemini",2,AI là công cụ hỗ trợ mạnh mẻ trong học tập và lập trình cho sinh viên,17,Bình thường,0
20/03/2026 11:33:54,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,AI rất hữu ích trong việc học tập,8,Bình thường,0
09/04/2026 13:26:02,Học Sinh,6-12 tháng,3,"ChatGPT, Gemini",2,AI hỗ trợ khá toàn diện cho nhiều khía cạnh khác nhau trong đời sống,15,Tích cực,1
09/03/2026 23:06:12,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini",2,"Theo quan sát, Al rất hữu ích trong những mục đích riêng Cần cải thiện thêm.",16,Bình thường,0
07/04/2026 14:29:34,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"AI là công nghệ giúp con người xử lý dữ liệu nhanh và tự động hóa nhiều công việc, mang lại hiệu quả cao trong nhiều lĩnh vực.",28,Bình thường,0
17/03/2026 10:18:13,Điện,> 1 năm,4,ChatGPT,1,"Trong quá trình học tập, Ai này khá thông minh và hữu dụng khi học tập Tôi rất hài lòng.",20,Tích cực,1
17/03/2026 23:01:43,Công nghệ thông tin,< 3 tháng,1,AIHay,1,"Có rất nhiều loại AI hiện đại và nhiều người dùng nhưng riêng tôi lại chọn Ai hay một loại AI được phát triển bởi CTCP TP.Hồ Chí Minh và tên gọi AI hay viết tắt từ ""Artificial lntellgence và nó hoàn toàn phát triển từ Việt Nam tôi thường dùng nó và học tập và tìm hiểu về quân sự và nó hoàn toàn miễn phí ko cần phải bỏ tiền mua bản cao cấp như chat GPT và cập vào thời gian thực và tôi hy vọng nó sẽ lan tỏa khắp Việt Nam và thế giới",99,Tích cực,1
16/03/2026 20:29:48,Kinh tế,> 1 năm,4,"ChatGPT, Gemini, Copilot",3,"AI là công nghệ thông minh giúp con người tiếp cận kiến thức nhanh chóng, hỗ trợ giải quyết nhiều vấn đề trong học tập và cuộc sống một cách tiện lợi và hiệu quả.",35,Tích cực,1
11/03/2026 12:31:43,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI rất hữu ích cho học sinh,7,Bình thường,0
19/03/2026 08:58:36,Thiết kế,3-6 tháng,2,ChatGPT,1,Al khá hữu ích trong quá trình học tập và nghiên cứu lập trình,14,Tích cực,1
13/03/2026 06:57:09,Thiết kế,> 1 năm,4,ChatGPT,1,AI này cực kỳ có ích giúp tôi trong học tập và lập trình,14,Tích cực,1
16/03/2026 19:26:08,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Nó giúp nhiều công việc cho tôi,7,Bình thường,0
25/03/2026 08:43:56,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"Đáng tiếc là, AI này cực kỳ hữu ích khí học tập và lập trình",15,Tiêu cực,-1
11/03/2026 05:30:11,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"Trong quá trình học tập, Al hỗ trợ tôi rất nhiều trong học tập, Al có thể trả lời bất kì câu hỏi nào mà tôi đưa ra Tuyệt vời!",30,Tích cực,1
19/03/2026 19:23:54,Học Sinh,3-6 tháng,2,Gemini,1,Gemini này rất tiện dụng,5,Bình thường,0
17/03/2026 21:49:13,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"Tuy nhiên, Al rất hữu ích giúp đỡ ta rất nhiều trong học tập",14,Tiêu cực,-1
11/03/2026 12:48:23,Học Sinh,6-12 tháng,3,"ChatGPT, Gemini",2,"AI hữu ích trong học tập, thiết kế",8,Tích cực,1
19/03/2026 19:05:24,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,Al nhìu lúc thực sự hữu ích giúp tiếp kiệm thời gian làm việc,14,Bình thường,0
10/03/2026 22:05:56,Kỹ Thuật Công Nghệ,> 1 năm,4,"ChatGPT, Gemini",2,AI giúp tiết kiệm thời gian trong tìm đọc những kiến thức mới.,13,Tích cực,1
17/03/2026 14:33:59,Marketing,3-6 tháng,2,ChatGPT,1,AI có thể giúp làm bài và tham khảo bài.tuy nhiên nó vẫn sẽ có lúc mắc sai cần nên kiểm tra lại trước khi dùng,26,Bình thường,0
11/03/2026 05:26:32,Điện - Điện Tử,3-6 tháng,2,"ChatGPT, Gemini",2,AI rất thông minh và có thể đưa ra kết quả chính xác cho đa số các bài toán.,19,Tích cực,1
14/03/2026 11:30:11,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"Al hỗ trợ tôi cực kỳ nhiều trong học tập, Al có thể trả lời bất kì câu hỏi nào mà tôi đưa ra",24,Tích cực,1
07/04/2026 14:28:13,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"AI là một công nghệ rất mạnh mẽ, giúp con người học tập, làm việc và giải quyết vấn đề nhanh chóng hơn trong nhiều lĩnh vực khác nhau.",29,Bình thường,0
17/03/2026 21:08:51,Âm Nhạc,6-12 tháng,3,"ChatGPT, Gemini",2,"AI rất hữu ích khi học tập và khám phá, tìm hiểu một số thứ.",15,Tích cực,1
07/04/2026 23:29:34,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"Theo quan sát, AI là công nghệ phụ trợ con người xử lý dữ liệu nhanh và tự động hóa nhiều công việc, mang lại hiệu quả cao trong nhiều lĩnh vực. Còn nhiều điểm cần xem xét.",38,Bình thường,0
18/03/2026 10:32:05,Kinh tế,> 1 năm,4,ChatGPT,1,Đúng,1,Tích cực,1
12/03/2026 11:43:55,Thiết kế,3-6 tháng,2,"ChatGPT, Gemini",2,"Theo quan sát, Ai đưa ra kết quả tốc độ chóng",11,Bình thường,0
11/03/2026 12:10:23,Học Trung Học Cơ Sở,< 3 tháng,1,Gemini,1,Al này giúp tôi giải quyết khá nhiều việc trong học tập.,12,Bình thường,0
16/03/2026 09:36:13,Marketing,> 1 năm,4,ChatGPT,1,Al này hữu ích cho công việc,7,Bình thường,0
23/03/2026 19:48:13,Học Sinh,> 1 năm,4,"Gemini, Copilot",2,AI giúp mọi người học tập và tiếp thu kiến thức dễ dàng hơn,14,Bình thường,0
16/03/2026 22:34:19,Công nghệ thông tin,< 3 tháng,1,Gemini,1,Al giúp giải quyết mọi vấn đề về học tập và các lĩnh vực khác.,15,Bình thường,0
17/03/2026 20:28:31,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Rất tiện lợi giúp đỡ trong học tập và giải trí,11,Bình thường,0
