sample_id,text,text_clean,text_plm,label,label_id,word_count,source,original_split
11922,cô thường xuyên cho bài tập về nhà để áp dụng lý thuyết trên lớp mới được học giúp chúng em hiểu bài và nhớ bài được lâu hơn .,cô thường xuyên cho bài tập về nhà để áp dụng lý thuyết trên lớp mới được học giúp chúng em hiểu bài và nhớ bài được lâu hơn .,cô thường xuyên cho bài tập về nhà để áp dụng lý thuyết trên lớp mới được học giúp chúng em hiểu bài và nhớ bài được lâu hơn .,Tích cực,2,30,UIT-VSFC,train
11924,thầy dạy hay và ứng dụng thực tế .,thầy dạy hay và ứng dụng thực tế .,thầy dạy hay và ứng dụng thực tế .,Tích cực,2,9,UIT-VSFC,train
11925,đôi khi do em không học khoa kỹ thuật máy tính nên có một số cái em không hiểu thầy dạy .,đôi khi do em không học khoa kỹ thuật máy tính nên có một số cái em không hiểu thầy dạy .,đôi khi do em không học khoa kỹ thuật máy tính nên có một số cái em không hiểu thầy dạy .,Tiêu cực,0,22,UIT-VSFC,train
11926,giáo viên giọng khó nghe và hơi nhỏ .,giáo viên giọng khó nghe và hơi nhỏ .,giáo viên giọng khó nghe và hơi nhỏ .,Tiêu cực,0,9,UIT-VSFC,train
11927,"kiến thức thực tế cao , hiệu quả hơn cách dạy lý thuyết slide .","kiến thức thực tế cao , hiệu quả hơn cách dạy lý thuyết slide .","kiến thức thực tế cao , hiệu quả hơn cách dạy lý thuyết slide .",Tích cực,2,15,UIT-VSFC,train
11928,"còn ít bài tập về nhà quá , không rèn luyện nhiều .","còn ít bài tập về nhà quá , không rèn luyện nhiều .","còn ít bài tập về nhà quá , không rèn luyện nhiều .",Tiêu cực,0,13,UIT-VSFC,train
11929,"cô kiên nhẫn với sinh viên , cách tính điểm trực quan .","cô kiên nhẫn với sinh viên , cách tính điểm trực quan .","cô kiên nhẫn với sinh viên , cách tính điểm trực quan .",Tích cực,2,13,UIT-VSFC,train
11930,kêu sinh viên nếu có thời gian thì đi dự seminar nhưng lại bắt viết bài thu hoạch lấy điểm .,kêu sinh viên nếu có thời gian thì đi dự seminar nhưng lại bắt viết bài thu hoạch lấy điểm .,kêu sinh viên nếu có thời gian thì đi dự seminar nhưng lại bắt viết bài thu hoạch lấy điểm .,Tiêu cực,0,21,UIT-VSFC,train
11931,"nên cho thầy có quyền chấm điểm học sinh , vì một số bạn ỷ lại vì thầy không chấm điểm được bạn ấy nên bạn ấy rất không tôn trọng thầy .","nên cho thầy có quyền chấm điểm học sinh , vì một số bạn ỷ lại vì thầy không chấm điểm được bạn ấy nên bạn ấy rất không tôn trọng thầy .","nên cho thầy có quyền chấm điểm học sinh , vì một số bạn ỷ lại vì thầy không chấm điểm được bạn ấy nên bạn ấy rất không tôn trọng thầy .",Tiêu cực,0,33,UIT-VSFC,train
11932,do nghỉ lễ khá nhiều nên giờ học chưa được đảm bảo .,do nghỉ lễ khá nhiều nên giờ học chưa được đảm bảo .,do nghỉ lễ khá nhiều nên giờ học chưa được đảm bảo .,Tiêu cực,0,13,UIT-VSFC,train
11933,hơi áp dụng vào slide nhiều .,hơi áp dụng vào slide nhiều .,hơi áp dụng vào slide nhiều .,Tiêu cực,0,7,UIT-VSFC,train
11934,"giáo viên tích cực , năng nổ trong giảng dạy , phương pháp dạy có phần đổi mới .","giáo viên tích cực , năng nổ trong giảng dạy , phương pháp dạy có phần đổi mới .","giáo viên tích cực , năng nổ trong giảng dạy , phương pháp dạy có phần đổi mới .",Tích cực,2,19,UIT-VSFC,train
11936,"thân thiện , nhiệt tình , giúp đỡ sinh viên tận tình .","thân thiện , nhiệt tình , giúp đỡ sinh viên tận tình .","thân thiện , nhiệt tình , giúp đỡ sinh viên tận tình .",Tích cực,2,13,UIT-VSFC,train
11938,thầy giảng tận tình và cung cấp đầy đủ slide .,thầy giảng tận tình và cung cấp đầy đủ slide .,thầy giảng tận tình và cung cấp đầy đủ slide .,Tích cực,2,11,UIT-VSFC,train
11939,kỹ năng nghe và nói còn ít thực hành .,kỹ năng nghe và nói còn ít thực hành .,kỹ năng nghe và nói còn ít thực hành .,Tích cực,2,10,UIT-VSFC,train
11940,thầy hay bận nghỉ và các bạn cũng vậy nên khi học thì lớp lại rất vắng khoảng 1 - 5 người .,thầy hay bận nghỉ và các bạn cũng vậy nên khi học thì lớp lại rất vắng khoảng 1 - 5 người .,thầy hay bận nghỉ và các bạn cũng vậy nên khi học thì lớp lại rất vắng khoảng 1 - 5 người .,Tiêu cực,0,23,UIT-VSFC,train
11942,"nhiệt tình , tận tâm giảng dạy .","nhiệt tình , tận tâm giảng dạy .","nhiệt tình , tận tâm giảng dạy .",Tích cực,2,8,UIT-VSFC,train
11943,cho chép bài quá nhiều .,cho chép bài quá nhiều .,cho chép bài quá nhiều .,Tiêu cực,0,6,UIT-VSFC,train
11944,"giảng dạy nhiệt tình , bài tập nhiều .","giảng dạy nhiệt tình , bài tập nhiều .","giảng dạy nhiệt tình , bài tập nhiều .",Tích cực,2,9,UIT-VSFC,train
11945,"thầy vui tính , giảng và dạy hay , tận tâm nhiệt tình .","thầy vui tính , giảng và dạy hay , tận tâm nhiệt tình .","thầy vui tính , giảng và dạy hay , tận tâm nhiệt tình .",Tích cực,2,14,UIT-VSFC,train
11946,"giảng viên tận tâm , hỗ trợ nhiệt tình .","giảng viên tận tâm , hỗ trợ nhiệt tình .","giảng viên tận tâm , hỗ trợ nhiệt tình .",Tích cực,2,10,UIT-VSFC,train
11947,"khả năng truyền thụ tốt , tạo cảm hứng học tập .","khả năng truyền thụ tốt , tạo cảm hứng học tập .","khả năng truyền thụ tốt , tạo cảm hứng học tập .",Tích cực,2,12,UIT-VSFC,train
11948,"cho em xin đính chính bài phiếu khảo sát môn đại số tuyến tính của thầy wzjwz190 rất hoàn hảo , thầy rất tận tâm , tận lực với nghề , truyền cho sinh viên tất cả kiến thức mà thầy có , rất nhiệt tình , chu đáo , thảo luận sôi nổi , hồi âm kết quả qua mail rất nhanh , và giúp học sinh hiểu rất rõ về bài giảng , bài đánh giá của em về thầy có chút nhầm lẫn , mong nhà trường chỉnh lại giúp em .","cho em xin đính chính bài phiếu khảo sát môn đại số tuyến tính của thầy wzjwz190 rất hoàn hảo , thầy rất tận tâm , tận lực với nghề , truyền cho sinh viên tất cả kiến thức mà thầy có , rất nhiệt tình , chu đáo , thảo luận sôi nổi , hồi âm kết quả qua mail rất nhanh , và giúp học sinh hiểu rất rõ về bài giảng , bài đánh giá của em về thầy có chút nhầm lẫn , mong nhà trường chỉnh lại giúp em .","cho em xin đính chính bài phiếu khảo sát môn đại số tuyến tính của thầy wzjwz190 rất hoàn hảo , thầy rất tận tâm , tận lực với nghề , truyền cho sinh viên tất cả kiến thức mà thầy có , rất nhiệt tình , chu đáo , thảo luận sôi nổi , hồi âm kết quả qua mail rất nhanh , và giúp học sinh hiểu rất rõ về bài giảng , bài đánh giá của em về thầy có chút nhầm lẫn , mong nhà trường chỉnh lại giúp em .",Tích cực,2,95,UIT-VSFC,train
11952,vì giao tiếp thông thường trong lớp học là chưa đủ .,vì giao tiếp thông thường trong lớp học là chưa đủ .,vì giao tiếp thông thường trong lớp học là chưa đủ .,Tiêu cực,0,12,UIT-VSFC,train
11954,thầy nên nhiệt tình chút xíu .,thầy nên nhiệt tình chút xíu .,thầy nên nhiệt tình chút xíu .,Tiêu cực,0,7,UIT-VSFC,train
11956,"cần tương tác với sinh viên nhiều hơn , cần hướng dẫn sinh viên trước khi thực hành .","cần tương tác với sinh viên nhiều hơn , cần hướng dẫn sinh viên trước khi thực hành .","cần tương tác với sinh viên nhiều hơn , cần hướng dẫn sinh viên trước khi thực hành .",Tiêu cực,0,19,UIT-VSFC,train
11957,"cách truyền đạt , dạy của thầy rất dễ hiểu , dễ nắm bài .","cách truyền đạt , dạy của thầy rất dễ hiểu , dễ nắm bài .","cách truyền đạt , dạy của thầy rất dễ hiểu , dễ nắm bài .",Tích cực,2,15,UIT-VSFC,train
11958,"nâng cấp máy tính , cho sinh viên thực hành bấm cáp nhiều hơn .","nâng cấp máy tính , cho sinh viên thực hành bấm cáp nhiều hơn .","nâng cấp máy tính , cho sinh viên thực hành bấm cáp nhiều hơn .",Tiêu cực,0,15,UIT-VSFC,train
11959,hay rất chu đáo .,hay rất chu đáo .,hay rất chu đáo .,Tích cực,2,5,UIT-VSFC,train
11960,"thầy dạy hay và rất vui , ngoài các kiến thức môn học .","thầy dạy hay và rất vui , ngoài các kiến thức môn học .","thầy dạy hay và rất vui , ngoài các kiến thức môn học .",Tích cực,2,14,UIT-VSFC,train
11961,bài tập cho nhiều mà giải ít .,bài tập cho nhiều mà giải ít .,bài tập cho nhiều mà giải ít .,Tiêu cực,0,8,UIT-VSFC,train
11962,thầy dạy nhiệt tình và rất quan tâm học sinh !,thầy dạy nhiệt tình và rất quan tâm học sinh !,thầy dạy nhiệt tình và rất quan tâm học sinh !,Tích cực,2,11,UIT-VSFC,train
11963,"trong bài thực hành thì có hướng dẫn làm , đọc cũng có thể làm được .","trong bài thực hành thì có hướng dẫn làm , đọc cũng có thể làm được .","trong bài thực hành thì có hướng dẫn làm , đọc cũng có thể làm được .",Bình thường,1,17,UIT-VSFC,train
11964,"cô giảng dễ hiểu , đơn giản , ngắn gọn và phần ôn tập bài cuối kỳ của cô rất ấn tượng giúp cho học sinh năm bắt được mình học gì .","cô giảng dễ hiểu , đơn giản , ngắn gọn và phần ôn tập bài cuối kỳ của cô rất ấn tượng giúp cho học sinh năm bắt được mình học gì .","cô giảng dễ hiểu , đơn giản , ngắn gọn và phần ôn tập bài cuối kỳ của cô rất ấn tượng giúp cho học sinh năm bắt được mình học gì .",Tích cực,2,33,UIT-VSFC,train
11965,giảng lý thuyết nhiều gây nhàm chán và buồn ngủ .,giảng lý thuyết nhiều gây nhàm chán và buồn ngủ .,giảng lý thuyết nhiều gây nhàm chán và buồn ngủ .,Tiêu cực,0,11,UIT-VSFC,train
11967,thầy tận tình và đưa ra những video cụ thể giúp sinh viên hiểu sâu và có tầm nhìn trong tương lai của các ngành công nghệ thông tin .,thầy tận tình và đưa ra những video cụ thể giúp sinh viên hiểu sâu và có tầm nhìn trong tương lai của các ngành công nghệ thông tin .,thầy tận tình và đưa ra những video cụ thể giúp sinh viên hiểu sâu và có tầm nhìn trong tương lai của các ngành công nghệ thông tin .,Tích cực,2,30,UIT-VSFC,train
11968,giảng viên rất nhiệt tình và có khả năng truyền đạt tuyệt vời .,giảng viên rất nhiệt tình và có khả năng truyền đạt tuyệt vời .,giảng viên rất nhiệt tình và có khả năng truyền đạt tuyệt vời .,Tích cực,2,14,UIT-VSFC,train
11970,thầy hiền và dạy tận tình .,thầy hiền và dạy tận tình .,thầy hiền và dạy tận tình .,Tích cực,2,7,UIT-VSFC,train
11971,hệ thống tính điểm quá trình chi tiết .,hệ thống tính điểm quá trình chi tiết .,hệ thống tính điểm quá trình chi tiết .,Tích cực,2,9,UIT-VSFC,train
11973,làm bài tập nhiều .,làm bài tập nhiều .,làm bài tập nhiều .,Tiêu cực,0,5,UIT-VSFC,train
11977,"giảng viên kém nhiệt tình , giảng bài khó hiểu .","giảng viên kém nhiệt tình , giảng bài khó hiểu .","giảng viên kém nhiệt tình , giảng bài khó hiểu .",Tiêu cực,0,11,UIT-VSFC,train
11978,thầy hay thay đổi các chủ đề dẫn tới sinh viên khó có thể hiểu được ý của thầy .,thầy hay thay đổi các chủ đề dẫn tới sinh viên khó có thể hiểu được ý của thầy .,thầy hay thay đổi các chủ đề dẫn tới sinh viên khó có thể hiểu được ý của thầy .,Tiêu cực,0,20,UIT-VSFC,train
11979,"giảng viên nhiệt tình , giảng dạy dễ hiểu .","giảng viên nhiệt tình , giảng dạy dễ hiểu .","giảng viên nhiệt tình , giảng dạy dễ hiểu .",Tích cực,2,10,UIT-VSFC,train
11980,"giáo viên tận tình , dạy dễ hiểu .","giáo viên tận tình , dạy dễ hiểu .","giáo viên tận tình , dạy dễ hiểu .",Tích cực,2,9,UIT-VSFC,train
11982,"vậy có thể dễ qua môn hơn , giải bài tập ít quá , em không hiểu colonsad .","vậy có thể dễ qua môn hơn , giải bài tập ít quá , em không hiểu colonsad .","vậy có thể dễ qua môn hơn , giải bài tập ít quá , em không hiểu colonsad .",Tiêu cực,0,19,UIT-VSFC,train
11984,"thứ hai , về cách chấm điểm quá trình doubledot về bài easy doubledot giảng viên chỉ nhìn sơ qua bài viết đếm số dòng và nhìn chữ đẹp hay xấu rồi cho điểm , chữ đẹp và nhiều chữ thì điểm cao , và ngược lại .","thứ hai , về cách chấm điểm quá trình doubledot về bài easy doubledot giảng viên chỉ nhìn sơ qua bài viết đếm số dòng và nhìn chữ đẹp hay xấu rồi cho điểm , chữ đẹp và nhiều chữ thì điểm cao , và ngược lại .","thứ hai , về cách chấm điểm quá trình doubledot về bài easy doubledot giảng viên chỉ nhìn sơ qua bài viết đếm số dòng và nhìn chữ đẹp hay xấu rồi cho điểm , chữ đẹp và nhiều chữ thì điểm cao , và ngược lại .",Tiêu cực,0,48,UIT-VSFC,train
11985,rất nhiệt tình đặc biệt giảng dạy rất hiệu quả .,rất nhiệt tình đặc biệt giảng dạy rất hiệu quả .,rất nhiệt tình đặc biệt giảng dạy rất hiệu quả .,Tích cực,2,11,UIT-VSFC,train
11986,"giảng viên nhiệt tình , cho lớp thuyết trình nên tăng khả năng giao tiếp .","giảng viên nhiệt tình , cho lớp thuyết trình nên tăng khả năng giao tiếp .","giảng viên nhiệt tình , cho lớp thuyết trình nên tăng khả năng giao tiếp .",Tích cực,2,16,UIT-VSFC,train
11987,giảng viên cho nhiều bài tập để sinh viên làm .,giảng viên cho nhiều bài tập để sinh viên làm .,giảng viên cho nhiều bài tập để sinh viên làm .,Bình thường,1,11,UIT-VSFC,train
11989,"nhiệt tình , thoải mái , ôn tập kỹ .","nhiệt tình , thoải mái , ôn tập kỹ .","nhiệt tình , thoải mái , ôn tập kỹ .",Tích cực,2,10,UIT-VSFC,train
11995,mong pđt nếu có thể sắp xếp cho thầy dạy tiếp lớp em những môn thầy có thể dạy được .,mong pđt nếu có thể sắp xếp cho thầy dạy tiếp lớp em những môn thầy có thể dạy được .,mong pđt nếu có thể sắp xếp cho thầy dạy tiếp lớp em những môn thầy có thể dạy được .,Tiêu cực,0,21,UIT-VSFC,train
11996,kiến thức nắm được không rộng và bao quát .,kiến thức nắm được không rộng và bao quát .,kiến thức nắm được không rộng và bao quát .,Tích cực,2,10,UIT-VSFC,train
11998,thầy dạy nhiệt tình và luôn tạo cảm giác thoải mái cho sinh viên khi tiếp thu kiến thức .,thầy dạy nhiệt tình và luôn tạo cảm giác thoải mái cho sinh viên khi tiếp thu kiến thức .,thầy dạy nhiệt tình và luôn tạo cảm giác thoải mái cho sinh viên khi tiếp thu kiến thức .,Tích cực,2,20,UIT-VSFC,train
11999,"phương pháp giảng dạy hay , hòa đồng vui tính với sinh viên .","phương pháp giảng dạy hay , hòa đồng vui tính với sinh viên .","phương pháp giảng dạy hay , hòa đồng vui tính với sinh viên .",Tích cực,2,14,UIT-VSFC,train
12000,"phần bài tập , thực hành rất hay và thiết thực nên được mở rộng , đặt trọng tâm nhiều hơn thì môn học chắc chắn sẽ hoàn hảo .","phần bài tập , thực hành rất hay và thiết thực nên được mở rộng , đặt trọng tâm nhiều hơn thì môn học chắc chắn sẽ hoàn hảo .","phần bài tập , thực hành rất hay và thiết thực nên được mở rộng , đặt trọng tâm nhiều hơn thì môn học chắc chắn sẽ hoàn hảo .",Tiêu cực,0,30,UIT-VSFC,train
12001,"giảng viên nhiệt tình , giảng dạy dễ hiểu , luôn tìm cách giúp đỡ sinh viên học tốt .","giảng viên nhiệt tình , giảng dạy dễ hiểu , luôn tìm cách giúp đỡ sinh viên học tốt .","giảng viên nhiệt tình , giảng dạy dễ hiểu , luôn tìm cách giúp đỡ sinh viên học tốt .",Tích cực,2,20,UIT-VSFC,train
12002,bài tập cô cho nhiều nên làm hơi đuối .,bài tập cô cho nhiều nên làm hơi đuối .,bài tập cô cho nhiều nên làm hơi đuối .,Tiêu cực,0,10,UIT-VSFC,train
12003,"giọng nói nghe hay , slide đẹp .","giọng nói nghe hay , slide đẹp .","giọng nói nghe hay , slide đẹp .",Tích cực,2,8,UIT-VSFC,train
12006,tiếp xúc với học sinh nhiều hơn .,tiếp xúc với học sinh nhiều hơn .,tiếp xúc với học sinh nhiều hơn .,Tiêu cực,0,8,UIT-VSFC,train
12007,"giảng viên dạy tận tình dễ hiểu , đầy đủ kiến thức và hiệu quả trong giảng dạy .","giảng viên dạy tận tình dễ hiểu , đầy đủ kiến thức và hiệu quả trong giảng dạy .","giảng viên dạy tận tình dễ hiểu , đầy đủ kiến thức và hiệu quả trong giảng dạy .",Tích cực,2,19,UIT-VSFC,train
12012,"vui vẻ , thân thiết với học sinh tạo cảm giác thoải mái .","vui vẻ , thân thiết với học sinh tạo cảm giác thoải mái .","vui vẻ , thân thiết với học sinh tạo cảm giác thoải mái .",Tích cực,2,14,UIT-VSFC,train
12013,trong khi thầy giảng nội dung rất khó hiểu .,trong khi thầy giảng nội dung rất khó hiểu .,trong khi thầy giảng nội dung rất khó hiểu .,Tiêu cực,0,10,UIT-VSFC,train
12014,những kiến thức mà thầy mang đến giúp sinh viên có những kiến thức sâu hơn về nhiều mặt !,những kiến thức mà thầy mang đến giúp sinh viên có những kiến thức sâu hơn về nhiều mặt !,những kiến thức mà thầy mang đến giúp sinh viên có những kiến thức sâu hơn về nhiều mặt !,Tiêu cực,0,20,UIT-VSFC,train
12016,"thầy không chỉ dạy kiến thức , thầy còn dạy cho sinh viên về đạo đức .","thầy không chỉ dạy kiến thức , thầy còn dạy cho sinh viên về đạo đức .","thầy không chỉ dạy kiến thức , thầy còn dạy cho sinh viên về đạo đức .",Tích cực,2,17,UIT-VSFC,train
12018,"giảng viên tận tâm , giảng dạy nhiệt tình .","giảng viên tận tâm , giảng dạy nhiệt tình .","giảng viên tận tâm , giảng dạy nhiệt tình .",Tích cực,2,10,UIT-VSFC,train
12019,do thời hạn có hạn và sinh viên đi học nên giảng viên chưa quan tâm được hết tất cả sinh viên .,do thời hạn có hạn và sinh viên đi học nên giảng viên chưa quan tâm được hết tất cả sinh viên .,do thời hạn có hạn và sinh viên đi học nên giảng viên chưa quan tâm được hết tất cả sinh viên .,Tiêu cực,0,23,UIT-VSFC,train
12020,các buổi thực hành học hơi chán vì tương tác giữa giảng viên với sinh viên quá ít .,các buổi thực hành học hơi chán vì tương tác giữa giảng viên với sinh viên quá ít .,các buổi thực hành học hơi chán vì tương tác giữa giảng viên với sinh viên quá ít .,Tiêu cực,0,19,UIT-VSFC,train
12022,"hiền , giảng bài hay , bài tập khá dễ chịu colonsmilesmile .","hiền , giảng bài hay , bài tập khá dễ chịu colonsmilesmile .","hiền , giảng bài hay , bài tập khá dễ chịu colonsmilesmile .",Tích cực,2,13,UIT-VSFC,train
12024,thời gian chết trong tiết học nhiều .,thời gian chết trong tiết học nhiều .,thời gian chết trong tiết học nhiều .,Tiêu cực,0,8,UIT-VSFC,train
12025,"ít dự án , bài tập liên quan đến thực tế .","ít dự án , bài tập liên quan đến thực tế .","ít dự án , bài tập liên quan đến thực tế .",Tiêu cực,0,12,UIT-VSFC,train
12027,thầy rất nhiệt tình và đưa ra những nguyên tắc học rất hiệu quả .,thầy rất nhiệt tình và đưa ra những nguyên tắc học rất hiệu quả .,thầy rất nhiệt tình và đưa ra những nguyên tắc học rất hiệu quả .,Tích cực,2,15,UIT-VSFC,train
12028,em xin chân thành cảm ơn ( xin lỗi vì máy không dùng được unikey ) !,em xin chân thành cảm ơn ( xin lỗi vì máy không dùng được unikey ) !,em xin chân thành cảm ơn ( xin lỗi vì máy không dùng được unikey ) !,Tích cực,2,17,UIT-VSFC,train
12030,thầy nhiệt tình chỉ mọi thứ tận nơi .,thầy nhiệt tình chỉ mọi thứ tận nơi .,thầy nhiệt tình chỉ mọi thứ tận nơi .,Tích cực,2,9,UIT-VSFC,train
12031,"sao cô không hướng dẫn , youtube step-by-step sai vậy là sai thế nào ?","sao cô không hướng dẫn , youtube step-by-step sai vậy là sai thế nào ?","sao cô không hướng dẫn , youtube step-by-step sai vậy là sai thế nào ?",Tiêu cực,0,15,UIT-VSFC,train
12033,"thầy tuy nhỏ người nhưng có giọng nói rất to rõ ràng , có uy lực có khí chất hùng dũng .","thầy tuy nhỏ người nhưng có giọng nói rất to rõ ràng , có uy lực có khí chất hùng dũng .","thầy tuy nhỏ người nhưng có giọng nói rất to rõ ràng , có uy lực có khí chất hùng dũng .",Tích cực,2,22,UIT-VSFC,train
12034,"tận tâm , giảng hay , dễ hiểu .","tận tâm , giảng hay , dễ hiểu .","tận tâm , giảng hay , dễ hiểu .",Tích cực,2,9,UIT-VSFC,train
12036,quá nhiều hoạt động ngoài giờ .,quá nhiều hoạt động ngoài giờ .,quá nhiều hoạt động ngoài giờ .,Tiêu cực,0,7,UIT-VSFC,train
12040,cô giảng bài hơi nhiều khiến sinh viên học quá nhiều kiến thức dẫn đến rối .,cô giảng bài hơi nhiều khiến sinh viên học quá nhiều kiến thức dẫn đến rối .,cô giảng bài hơi nhiều khiến sinh viên học quá nhiều kiến thức dẫn đến rối .,Tiêu cực,0,17,UIT-VSFC,train
12041,"việc cho các bạn học nhóm là không hiệu quả , không nói rõ cách tính điểm quá trình .","việc cho các bạn học nhóm là không hiệu quả , không nói rõ cách tính điểm quá trình .","việc cho các bạn học nhóm là không hiệu quả , không nói rõ cách tính điểm quá trình .",Tiêu cực,0,20,UIT-VSFC,train
12045,"tận tâm , tài liệu học đầy đủ .","tận tâm , tài liệu học đầy đủ .","tận tâm , tài liệu học đầy đủ .",Tích cực,2,9,UIT-VSFC,train
12046,"ôi thầy cho cái deadline rất phù hợp , cho em cảm thấy thoải mái mà suy nghĩ nộp bài tập .","ôi thầy cho cái deadline rất phù hợp , cho em cảm thấy thoải mái mà suy nghĩ nộp bài tập .","ôi thầy cho cái deadline rất phù hợp , cho em cảm thấy thoải mái mà suy nghĩ nộp bài tập .",Tích cực,2,22,UIT-VSFC,train
12047,giảng viên hay bận họp nên thời gian lên lớp nhiều buổi học bị cắt ngắn .,giảng viên hay bận họp nên thời gian lên lớp nhiều buổi học bị cắt ngắn .,giảng viên hay bận họp nên thời gian lên lớp nhiều buổi học bị cắt ngắn .,Tiêu cực,0,17,UIT-VSFC,train
12048,thầy nghiêm trong điểm quá trình quá .,thầy nghiêm trong điểm quá trình quá .,thầy nghiêm trong điểm quá trình quá .,Tiêu cực,0,8,UIT-VSFC,train
12051,"đầy đủ số buổi , cung cấp tài liệu đầy đủ .","đầy đủ số buổi , cung cấp tài liệu đầy đủ .","đầy đủ số buổi , cung cấp tài liệu đầy đủ .",Tích cực,2,12,UIT-VSFC,train
12053,"nhiệt tình , tận tâm , giải đáp các thắc mắc .","nhiệt tình , tận tâm , giải đáp các thắc mắc .","nhiệt tình , tận tâm , giải đáp các thắc mắc .",Tiêu cực,0,12,UIT-VSFC,train
12054,"giảng viên hay cho nghỉ tiết , lịch học bù đôi khi trùng với giờ học các môn khác nên có chút ảnh hưởng đến việc học .","giảng viên hay cho nghỉ tiết , lịch học bù đôi khi trùng với giờ học các môn khác nên có chút ảnh hưởng đến việc học .","giảng viên hay cho nghỉ tiết , lịch học bù đôi khi trùng với giờ học các môn khác nên có chút ảnh hưởng đến việc học .",Tiêu cực,0,28,UIT-VSFC,train
12056,"nhiệt tình , tận tâm , giải đáp các thắc mắc một cách nhanh chóng và dễ hiểu .","nhiệt tình , tận tâm , giải đáp các thắc mắc một cách nhanh chóng và dễ hiểu .","nhiệt tình , tận tâm , giải đáp các thắc mắc một cách nhanh chóng và dễ hiểu .",Tích cực,2,19,UIT-VSFC,train
12057,một số bài cô giảng khó hiểu .,một số bài cô giảng khó hiểu .,một số bài cô giảng khó hiểu .,Tiêu cực,0,8,UIT-VSFC,train
12058,thầy giảng dễ hiểu nhưng chưa có sự liên kết giữa các bài với nhau .,thầy giảng dễ hiểu nhưng chưa có sự liên kết giữa các bài với nhau .,thầy giảng dễ hiểu nhưng chưa có sự liên kết giữa các bài với nhau .,Tiêu cực,0,16,UIT-VSFC,train
12059,cô nhiệt tình và có nhiều hoạt động sinh động trên lớp .,cô nhiệt tình và có nhiều hoạt động sinh động trên lớp .,cô nhiệt tình và có nhiều hoạt động sinh động trên lớp .,Tích cực,2,13,UIT-VSFC,train
12060,"nhiệt tình , dạy dễ hiểu và quan tâm đến sinh viên .","nhiệt tình , dạy dễ hiểu và quan tâm đến sinh viên .","nhiệt tình , dạy dễ hiểu và quan tâm đến sinh viên .",Tích cực,2,13,UIT-VSFC,train
12062,"cách truyền đạt không sinh động , không cô động , không súc tích .","cách truyền đạt không sinh động , không cô động , không súc tích .","cách truyền đạt không sinh động , không cô động , không súc tích .",Tiêu cực,0,15,UIT-VSFC,train
12063,tận tậm và hòa đồng .,tận tậm và hòa đồng .,tận tậm và hòa đồng .,Tích cực,2,6,UIT-VSFC,train
12064,"nhiệt tình , vui vẻ , quan tâm sinh viên .","nhiệt tình , vui vẻ , quan tâm sinh viên .","nhiệt tình , vui vẻ , quan tâm sinh viên .",Tích cực,2,11,UIT-VSFC,train
12065,cho bài tập nhiều .,cho bài tập nhiều .,cho bài tập nhiều .,Tiêu cực,0,5,UIT-VSFC,train
12066,những buổi nghỉ thầy nên thông báo trước ạ .,những buổi nghỉ thầy nên thông báo trước ạ .,những buổi nghỉ thầy nên thông báo trước ạ .,Tiêu cực,0,10,UIT-VSFC,train
12068,"giảng viên mới , tâm huyết và luôn giúp sinh viên học tập tốt hơn .","giảng viên mới , tâm huyết và luôn giúp sinh viên học tập tốt hơn .","giảng viên mới , tâm huyết và luôn giúp sinh viên học tập tốt hơn .",Tích cực,2,16,UIT-VSFC,train
12069,"đúng giờ , dạy dễ hiểu .","đúng giờ , dạy dễ hiểu .","đúng giờ , dạy dễ hiểu .",Tích cực,2,7,UIT-VSFC,train
12070,giảng viên ưu tiên nữ sinh hơn nam sinh nhiều .,giảng viên ưu tiên nữ sinh hơn nam sinh nhiều .,giảng viên ưu tiên nữ sinh hơn nam sinh nhiều .,Tiêu cực,0,11,UIT-VSFC,train
12071,"giáo viên nhiệt tình , giảng dạy dễ hiểu .","giáo viên nhiệt tình , giảng dạy dễ hiểu .","giáo viên nhiệt tình , giảng dạy dễ hiểu .",Tích cực,2,10,UIT-VSFC,train
12072,thời gian chưa đảm bảo .,thời gian chưa đảm bảo .,thời gian chưa đảm bảo .,Tiêu cực,0,6,UIT-VSFC,train
12073,"giảng viên nhiệt tình , dạy dễ hiểu .","giảng viên nhiệt tình , dạy dễ hiểu .","giảng viên nhiệt tình , dạy dễ hiểu .",Tích cực,2,9,UIT-VSFC,train
12076,thầy vui tính và dạy nhiệt tình .,thầy vui tính và dạy nhiệt tình .,thầy vui tính và dạy nhiệt tình .,Tích cực,2,8,UIT-VSFC,train
12078,"bài giảng dễ hiểu , cô dạy nhiệt tình , dễ thương .","bài giảng dễ hiểu , cô dạy nhiệt tình , dễ thương .","bài giảng dễ hiểu , cô dạy nhiệt tình , dễ thương .",Tích cực,2,13,UIT-VSFC,train
12080,thầy giảng dễ hiểu và rất kỹ .,thầy giảng dễ hiểu và rất kỹ .,thầy giảng dễ hiểu và rất kỹ .,Tích cực,2,8,UIT-VSFC,train
12081,cho bài tập để sinh viên củng cố kiến thức .,cho bài tập để sinh viên củng cố kiến thức .,cho bài tập để sinh viên củng cố kiến thức .,Tích cực,2,11,UIT-VSFC,train
12082,"đúng giờ , sử dụng thời gian hiệu quả .","đúng giờ , sử dụng thời gian hiệu quả .","đúng giờ , sử dụng thời gian hiệu quả .",Tích cực,2,10,UIT-VSFC,train
